gene	resp	score	count	site	signature
SHE1	33	2.491183	131	NIBR	cell wall inhibitors; caspofungin:33
SWC3	33	2.446381	131	NIBR	cell wall inhibitors; caspofungin:33
DUR1,2	33	2.42493	131	NIBR	cell wall inhibitors; caspofungin:33
ARP6	33	2.36950599097017	131	NIBR	cell wall inhibitors; caspofungin:33
CLN3	33	2.36410488628787	131	NIBR	cell wall inhibitors; caspofungin:33
FPS1	33	2.363509	131	NIBR	cell wall inhibitors; caspofungin:33
RSC8	33	2.359963	131	NIBR	cell wall inhibitors; caspofungin:33
NTG1	33	2.341059	131	NIBR	cell wall inhibitors; caspofungin:33
BCK1	33	2.30205588638385	131	NIBR	cell wall inhibitors; caspofungin:33
SLT2	33	2.292084	131	NIBR	cell wall inhibitors; caspofungin:33
RSC9	33	2.247918	131	NIBR	cell wall inhibitors; caspofungin:33
CLB2	33	2.24773990136344	131	NIBR	cell wall inhibitors; caspofungin:33
GLO3	33	2.225372	131	NIBR	cell wall inhibitors; caspofungin:33
RKM4	33	2.221619	131	NIBR	cell wall inhibitors; caspofungin:33
FHL1	33	2.213295	131	NIBR	cell wall inhibitors; caspofungin:33
YBP2	33	2.203062	131	NIBR	cell wall inhibitors; caspofungin:33
PDE2	33	2.193704	131	NIBR	cell wall inhibitors; caspofungin:33
NST1	33	2.176873	131	NIBR	cell wall inhibitors; caspofungin:33
SGF29	33	2.129101	131	NIBR	cell wall inhibitors; caspofungin:33
SMI1	33	2.124443	131	NIBR	cell wall inhibitors; caspofungin:33
ARP9	33	2.12363294357495	131	NIBR	cell wall inhibitors; caspofungin:33
TUS1	33	2.10965	131	NIBR	cell wall inhibitors; caspofungin:33
RSC1	33	2.090705	131	NIBR	cell wall inhibitors; caspofungin:33
ETT1	33	2.09037	131	NIBR	cell wall inhibitors; caspofungin:33
NAB6	33	2.068445	131	NIBR	cell wall inhibitors; caspofungin:33
NBP2	33	2.065067	131	NIBR	cell wall inhibitors; caspofungin:33
PEA2	33	2.063952	131	NIBR	cell wall inhibitors; caspofungin:33
JID1	33	2.062207	131	NIBR	cell wall inhibitors; caspofungin:33
KCH1	33	2.061744	131	NIBR	cell wall inhibitors; caspofungin:33
SHS1	33	2.029713	131	NIBR	cell wall inhibitors; caspofungin:33
MAK31	33	2.022468	131	NIBR	cell wall inhibitors; caspofungin:33
IRA1	33	2.009358	131	NIBR	cell wall inhibitors; caspofungin:33
ARP7	33	2.00633488449149	131	NIBR	cell wall inhibitors; caspofungin:33
RPB7	33	1.955176	131	NIBR	cell wall inhibitors; caspofungin:33
FBP26	33	1.944344	131	NIBR	cell wall inhibitors; caspofungin:33
TIM12	33	1.929659	131	NIBR	cell wall inhibitors; caspofungin:33
VPS71	33	1.92314	131	NIBR	cell wall inhibitors; caspofungin:33
PCL1	33	1.920264	131	NIBR	cell wall inhibitors; caspofungin:33
NOP6	33	1.910786	131	NIBR	cell wall inhibitors; caspofungin:33
SWR1	33	1.908423	131	NIBR	cell wall inhibitors; caspofungin:33
RSC58	33	1.897825	131	NIBR	cell wall inhibitors; caspofungin:33
EAF3	33	1.884664	131	NIBR	cell wall inhibitors; caspofungin:33
DIT1	33	1.87820962021926	131	NIBR	cell wall inhibitors; caspofungin:33
SET5	33	1.873171	131	NIBR	cell wall inhibitors; caspofungin:33
APN1	33	1.87083470444619	131	NIBR	cell wall inhibitors; caspofungin:33
CLB5	33	1.86114689708032	131	NIBR	cell wall inhibitors; caspofungin:33
HSP150	33	1.835523	131	NIBR	cell wall inhibitors; caspofungin:33
UBP8	33	1.828641	131	NIBR	cell wall inhibitors; caspofungin:33
IRC4	33	1.817624	131	NIBR	cell wall inhibitors; caspofungin:33
PTC1	33	1.813163	131	NIBR	cell wall inhibitors; caspofungin:33
SEC4	33	1.809267	131	NIBR	cell wall inhibitors; caspofungin:33
IRC15	33	1.789338	131	NIBR	cell wall inhibitors; caspofungin:33
LDB7	33	1.785229	131	NIBR	cell wall inhibitors; caspofungin:33
NSL1	33	1.777721	131	NIBR	cell wall inhibitors; caspofungin:33
DPB4	33	1.75787581222849	131	NIBR	cell wall inhibitors; caspofungin:33
RPB11	33	1.754481	131	NIBR	cell wall inhibitors; caspofungin:33
ACF4	33	1.7536360949519	131	NIBR	cell wall inhibitors; caspofungin:33
TPK2	33	1.751851	131	NIBR	cell wall inhibitors; caspofungin:33
VPS13	33	1.747432	131	NIBR	cell wall inhibitors; caspofungin:33
SAC7	33	1.746979	131	NIBR	cell wall inhibitors; caspofungin:33
SRO9	33	1.744791	131	NIBR	cell wall inhibitors; caspofungin:33
EAF7	33	1.743811	131	NIBR	cell wall inhibitors; caspofungin:33
ZDS2	33	1.742927	131	NIBR	cell wall inhibitors; caspofungin:33
YKU80	33	1.735144	131	NIBR	cell wall inhibitors; caspofungin:33
CDC12	33	1.72473717122376	131	NIBR	cell wall inhibitors; caspofungin:33
POP2	33	1.68837	131	NIBR	cell wall inhibitors; caspofungin:33
MIT1	33	1.680786	131	NIBR	cell wall inhibitors; caspofungin:33
DIA1	33	1.67269142856601	131	NIBR	cell wall inhibitors; caspofungin:33
CIN8	33	1.66274273930906	131	NIBR	cell wall inhibitors; caspofungin:33
YAP3	33	1.657233	131	NIBR	cell wall inhibitors; caspofungin:33
MBF1	34	10.56436	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
VMS1	34	8.949193	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
ARC18	34	4.99662431553021	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SLH1	34	4.5024105	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RKR1	34	4.1834075	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPO31	34	3.9357175	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
END3	34	3.827118	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SIN3	34	3.5499785	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SKI3	34	3.320367	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
NOT5	34	3.243365	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SKI8	34	3.1907165	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SKI2	34	3.141779	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RQC1	34	2.9977705	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SKI7	34	2.995461	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
CAP1	34	2.83727172531067	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
HFM1	34	2.777174	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
PMP3	34	2.7076675	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
ERG4	34	2.622767	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
CAP2	34	2.586134	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPP0	34	2.5666945	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SRB5	34	2.495473	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
EFT2	34	2.463754	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SAP30	34	2.4053175	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
AAT2	34	2.392847	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
CHO1	34	2.368321	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
HEL2	34	2.3641705	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RXT2	34	2.358944	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
ARC35	34	2.35391061250932	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
CDC39	34	2.33938071024442	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPL35B	34	2.2205345	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
PTR2	34	2.197783	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPP1A	34	2.167734	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
AIM4	34	2.164821293	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
NAP1	34	2.1563325	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPL31B	34	2.130959	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPL35A	34	2.0865625	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
BRO1	34	2.08278539594084	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
CDC12	34	2.05131632611698	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SAC6	34	2.0447495	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
UBC4	34	1.973044	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
UBP2	34	1.9689645	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
POP2	34	1.947578	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
MYO5	34	1.941494	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
HOM2	34	1.939725	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
BSD2	34	1.92830568628664	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
LNP1	34	1.927332	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SNF12	34	1.906996	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
MED4	34	1.839925	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
CEM1	34	1.831511	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SRN2	34	1.812997	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RQC2	34	1.8129055	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
UBX2	34	1.8121635	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
ERG5	34	1.7964955	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
VPS4	34	1.7836345	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
DPH1	34	1.77997	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
WHI2	34	1.7620935	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RTN1	34	1.747334	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
PHO23	34	1.725124	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
ELM1	34	1.713983	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPN4	34	1.7055425	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
BEM4	34	1.69579940369124	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RPS0A	34	1.6851475	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
STB5	34	1.680778	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
LTE1	34	1.668562	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
GVP36	34	1.6608195	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
BMH1	34	1.65432623826398	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
RVS161	34	1.6488865	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
SYM1	34	1.647597	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
TRE1	34	1.646105	95	NIBR|UBC	mRNA-catabolism; cyclohexamide:34
HMG1	35	8.771168	34	NIBR|UBC	azole & statin; fluconazole:35
YGR122W	35	6.083768	34	NIBR|UBC	azole & statin; fluconazole:35
RIM20	35	5.930135	34	NIBR|UBC	azole & statin; fluconazole:35
RIM21	35	5.506695	34	NIBR|UBC	azole & statin; fluconazole:35
RIM13	35	5.5048595	34	NIBR|UBC	azole & statin; fluconazole:35
RIM8	35	5.3607805	34	NIBR|UBC	azole & statin; fluconazole:35
DFG16	35	5.26571957371031	34	NIBR|UBC	azole & statin; fluconazole:35
RIM9	35	4.908963	34	NIBR|UBC	azole & statin; fluconazole:35
RIM101	35	4.773221	34	NIBR|UBC	azole & statin; fluconazole:35
UTR1	35	4.2083325	34	NIBR|UBC	azole & statin; fluconazole:35
CHS5	35	3.28143689759618	34	NIBR|UBC	azole & statin; fluconazole:35
VPS28	35	3.254621	34	NIBR|UBC	azole & statin; fluconazole:35
VPS36	35	2.8378165	34	NIBR|UBC	azole & statin; fluconazole:35
SNF8	35	2.602068	34	NIBR|UBC	azole & statin; fluconazole:35
STP22	35	2.530675	34	NIBR|UBC	azole & statin; fluconazole:35
VPS25	35	2.4753175	34	NIBR|UBC	azole & statin; fluconazole:35
OPI3	35	2.4389695	34	NIBR|UBC	azole & statin; fluconazole:35
BTS1	35	2.426423	34	NIBR|UBC	azole & statin; fluconazole:35
GCN4	35	2.2938325	34	NIBR|UBC	azole & statin; fluconazole:35
YPK1	35	2.229373	34	NIBR|UBC	azole & statin; fluconazole:35
ARP9	35	2.20878094682001	34	NIBR|UBC	azole & statin; fluconazole:35
APM1	35	2.18166867446405	34	NIBR|UBC	azole & statin; fluconazole:35
BMH1	35	2.13907656886046	34	NIBR|UBC	azole & statin; fluconazole:35
UPC2	35	1.98786	34	NIBR|UBC	azole & statin; fluconazole:35
VPS20	35	1.982288	34	NIBR|UBC	azole & statin; fluconazole:35
PDR17	35	1.9152205	34	NIBR|UBC	azole & statin; fluconazole:35
ERG11	35	1.88945135	34	NIBR|UBC	azole & statin; fluconazole:35
SNF7	35	1.878726	34	NIBR|UBC	azole & statin; fluconazole:35
SSD1	35	1.8293365	34	NIBR|UBC	azole & statin; fluconazole:35
SPF1	35	1.8258025	34	NIBR|UBC	azole & statin; fluconazole:35
RAD5	36	14.15947	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD4	36	14.039615	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD18	36	12.69116	45	NIBR|UBC	DNA alykylators; mitomycin C:36
MMS2	36	12.44534	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD2	36	11.43715	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD14	36	10.6451315	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD1	36	10.3599695	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD10	36	9.817819	45	NIBR|UBC	DNA alykylators; mitomycin C:36
MUS81	36	9.3117075	45	NIBR|UBC	DNA alykylators; mitomycin C:36
MPH1	36	8.135767	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD54	36	7.5414465	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD55	36	7.315665	45	NIBR|UBC	DNA alykylators; mitomycin C:36
SHU1	36	6.7218245	45	NIBR|UBC	DNA alykylators; mitomycin C:36
MMS4	36	6.1891985	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD57	36	6.0376655	45	NIBR|UBC	DNA alykylators; mitomycin C:36
SRS2	36	5.5058195	45	NIBR|UBC	DNA alykylators; mitomycin C:36
SHU2	36	5.3489765	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD23	36	5.2797805	45	NIBR|UBC	DNA alykylators; mitomycin C:36
CSM2	36	4.88455532016669	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD59	36	4.572025	45	NIBR|UBC	DNA alykylators; mitomycin C:36
SGS1	36	4.455388	45	NIBR|UBC	DNA alykylators; mitomycin C:36
PSY3	36	4.0810105	45	NIBR|UBC	DNA alykylators; mitomycin C:36
PPH3	36	3.2652565	45	NIBR|UBC	DNA alykylators; mitomycin C:36
EXO1	36	3.0856365	45	NIBR|UBC	DNA alykylators; mitomycin C:36
WSS1	36	3.074424	45	NIBR|UBC	DNA alykylators; mitomycin C:36
ESC2	36	2.841782	45	NIBR|UBC	DNA alykylators; mitomycin C:36
SAE3	36	2.6439815	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD6	36	2.586916	45	NIBR|UBC	DNA alykylators; mitomycin C:36
PSY2	36	2.5180265	45	NIBR|UBC	DNA alykylators; mitomycin C:36
UBC13	36	2.248779	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RTT101	36	2.194542	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD7	36	2.068463	45	NIBR|UBC	DNA alykylators; mitomycin C:36
XRS2	36	2.03323	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RRD1	36	1.987919	45	NIBR|UBC	DNA alykylators; mitomycin C:36
BIM1	36	1.973894	45	NIBR|UBC	DNA alykylators; mitomycin C:36
SAE2	36	1.880559	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RSC8	36	1.8535835	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD52	36	1.804487	45	NIBR|UBC	DNA alykylators; mitomycin C:36
HFI1	36	1.764393	45	NIBR|UBC	DNA alykylators; mitomycin C:36
YBL029C-A	36	1.7576672	45	NIBR|UBC	DNA alykylators; mitomycin C:36
RAD51	36	1.732155	45	NIBR|UBC	DNA alykylators; mitomycin C:36
SWI3	36	1.715167	45	NIBR|UBC	DNA alykylators; mitomycin C:36
CLA4	36	1.6982435	45	NIBR|UBC	DNA alykylators; mitomycin C:36
END3	37	11.73689	32	NIBR|UBC	PKC1 cell wall integrity:37
RGD1	37	8.1236615	32	NIBR|UBC	PKC1 cell wall integrity:37
FYV8	37	7.88686	32	NIBR|UBC	PKC1 cell wall integrity:37
ACK1	37	6.49669083168282	32	NIBR|UBC	PKC1 cell wall integrity:37
RHO1	37	4.6347995	32	NIBR|UBC	PKC1 cell wall integrity:37
UTH1	37	4.611461	32	NIBR|UBC	PKC1 cell wall integrity:37
RXT2	37	4.1482055	32	NIBR|UBC	PKC1 cell wall integrity:37
AAT2	37	4.141396	32	NIBR|UBC	PKC1 cell wall integrity:37
MID2	37	4.0949535	32	NIBR|UBC	PKC1 cell wall integrity:37
BCK1	37	3.87634895379074	32	NIBR|UBC	PKC1 cell wall integrity:37
PAC10	37	3.7829275	32	NIBR|UBC	PKC1 cell wall integrity:37
SLT2	37	3.75394	32	NIBR|UBC	PKC1 cell wall integrity:37
ALG6	37	3.30173877516001	32	NIBR|UBC	PKC1 cell wall integrity:37
OST3	37	3.2684165	32	NIBR|UBC	PKC1 cell wall integrity:37
OST6	37	2.697564	32	NIBR|UBC	PKC1 cell wall integrity:37
ALG8	37	2.54621145645805	32	NIBR|UBC	PKC1 cell wall integrity:37
GAL11	37	2.345819	32	NIBR|UBC	PKC1 cell wall integrity:37
SKN7	37	2.1676655	32	NIBR|UBC	PKC1 cell wall integrity:37
YPS7	37	2.103321	32	NIBR|UBC	PKC1 cell wall integrity:37
SRV2	37	1.9140565	32	NIBR|UBC	PKC1 cell wall integrity:37
MNN2	37	1.8920745	32	NIBR|UBC	PKC1 cell wall integrity:37
CWH41	37	1.82505771681202	32	NIBR|UBC	PKC1 cell wall integrity:37
VAN1	37	1.8144275	32	NIBR|UBC	PKC1 cell wall integrity:37
UBC4	37	1.7393925	32	NIBR|UBC	PKC1 cell wall integrity:37
PMT2	37	1.6592575	32	NIBR|UBC	PKC1 cell wall integrity:37
ALG5	37	1.65897181667283	32	NIBR|UBC	PKC1 cell wall integrity:37
PDR1	38	11.41023	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
SPT3	38	3.649937	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
PTR2	38	3.6311275	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
PGD1	38	3.281522	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
RPN4	38	3.158014	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
ELO3	38	2.745972	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
GAL11	38	2.09647	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
NUP170	38	2.038906	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
YPK1	38	1.992421	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
ACB1	38	1.85339207468056	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
SPT8	38	1.721423	13	NIBR|UBC	sphingolipid biosynthesis & PDR1; brefeldin A:38
UBC7	39	13.47107	81	NIBR|UBC	ERAD & cell cycle:39
SSM4	39	12.42499	81	NIBR|UBC	ERAD & cell cycle:39
IZH2	39	10.196225	81	NIBR|UBC	ERAD & cell cycle:39
TRM9	39	8.229434	81	NIBR|UBC	ERAD & cell cycle:39
UBX4	39	7.214897	81	NIBR|UBC	ERAD & cell cycle:39
GET3	39	5.782823	81	NIBR|UBC	ERAD & cell cycle:39
CUE1	39	5.68206830362301	81	NIBR|UBC	ERAD & cell cycle:39
ENV9	39	5.6229525	81	NIBR|UBC	ERAD & cell cycle:39
SND2	39	5.0353655	81	NIBR|UBC	ERAD & cell cycle:39
VPS64	39	4.6952765	81	NIBR|UBC	ERAD & cell cycle:39
GCS1	39	4.682718	81	NIBR|UBC	ERAD & cell cycle:39
RPN4	39	4.323741	81	NIBR|UBC	ERAD & cell cycle:39
YPT52	39	4.293883	81	NIBR|UBC	ERAD & cell cycle:39
FAR8	39	4.1693035	81	NIBR|UBC	ERAD & cell cycle:39
FAR3	39	4.0277525	81	NIBR|UBC	ERAD & cell cycle:39
SND1	39	3.982571	81	NIBR|UBC	ERAD & cell cycle:39
GYP1	39	3.795726	81	NIBR|UBC	ERAD & cell cycle:39
FET4	39	3.7936885	81	NIBR|UBC	ERAD & cell cycle:39
RCY1	39	3.734473	81	NIBR|UBC	ERAD & cell cycle:39
ROY1	39	3.679919	81	NIBR|UBC	ERAD & cell cycle:39
YPK1	39	3.626194	81	NIBR|UBC	ERAD & cell cycle:39
UBX2	39	3.5486885	81	NIBR|UBC	ERAD & cell cycle:39
SAM50	39	3.44975	81	NIBR|UBC	ERAD & cell cycle:39
SND3	39	3.412037	81	NIBR|UBC	ERAD & cell cycle:39
TOM40	39	3.3393095	81	NIBR|UBC	ERAD & cell cycle:39
OLE1	39	3.2233735	81	NIBR|UBC	ERAD & cell cycle:39
FAR7	39	3.208875	81	NIBR|UBC	ERAD & cell cycle:39
CDC50	39	3.06661866181178	81	NIBR|UBC	ERAD & cell cycle:39
TIM13	39	3.0232045	81	NIBR|UBC	ERAD & cell cycle:39
TLG2	39	2.9497855	81	NIBR|UBC	ERAD & cell cycle:39
DBF2	39	2.91162120906412	81	NIBR|UBC	ERAD & cell cycle:39
FAR11	39	2.8983275	81	NIBR|UBC	ERAD & cell cycle:39
RHO5	39	2.761959	81	NIBR|UBC	ERAD & cell cycle:39
GET2	39	2.700765	81	NIBR|UBC	ERAD & cell cycle:39
MGA2	39	2.47461	81	NIBR|UBC	ERAD & cell cycle:39
ASC1	39	2.31244384738564	81	NIBR|UBC	ERAD & cell cycle:39
SEC22	39	2.2327005	81	NIBR|UBC	ERAD & cell cycle:39
IRS4	39	2.216518	81	NIBR|UBC	ERAD & cell cycle:39
DRS2	39	2.12466629959928	81	NIBR|UBC	ERAD & cell cycle:39
AFT1	39	2.0947795	81	NIBR|UBC	ERAD & cell cycle:39
PPG1	39	2.093313	81	NIBR|UBC	ERAD & cell cycle:39
GET1	39	2.0623935	81	NIBR|UBC	ERAD & cell cycle:39
TOM7	39	2.0504595	81	NIBR|UBC	ERAD & cell cycle:39
MIC60	39	2.0305915	81	NIBR|UBC	ERAD & cell cycle:39
CKB1	39	2.01887400934348	81	NIBR|UBC	ERAD & cell cycle:39
SBH2	39	2.0041065	81	NIBR|UBC	ERAD & cell cycle:39
NEM1	39	2.0037215	81	NIBR|UBC	ERAD & cell cycle:39
PEX29	39	1.975858	81	NIBR|UBC	ERAD & cell cycle:39
TIM8	39	1.937992	81	NIBR|UBC	ERAD & cell cycle:39
MAC1	39	1.9284915	81	NIBR|UBC	ERAD & cell cycle:39
BTS1	39	1.880612	81	NIBR|UBC	ERAD & cell cycle:39
GDT1	39	1.853111	81	NIBR|UBC	ERAD & cell cycle:39
POP2	39	1.83925	81	NIBR|UBC	ERAD & cell cycle:39
GET4	39	1.8318105	81	NIBR|UBC	ERAD & cell cycle:39
NBP2	39	1.8303965	81	NIBR|UBC	ERAD & cell cycle:39
RSC6	39	1.829442	81	NIBR|UBC	ERAD & cell cycle:39
ARO2	39	1.82708327440985	81	NIBR|UBC	ERAD & cell cycle:39
SPO7	39	1.8179545	81	NIBR|UBC	ERAD & cell cycle:39
ALF1	39	1.81333945324071	81	NIBR|UBC	ERAD & cell cycle:39
TSA1	39	1.78458	81	NIBR|UBC	ERAD & cell cycle:39
VPS51	39	1.7665605	81	NIBR|UBC	ERAD & cell cycle:39
FAR10	39	1.757131	81	NIBR|UBC	ERAD & cell cycle:39
SRF1	39	1.752763	81	NIBR|UBC	ERAD & cell cycle:39
PUB1	39	1.7397265	81	NIBR|UBC	ERAD & cell cycle:39
TRM1	39	1.7269135	81	NIBR|UBC	ERAD & cell cycle:39
VPS52	39	1.715516	81	NIBR|UBC	ERAD & cell cycle:39
SSH1	39	1.711014	81	NIBR|UBC	ERAD & cell cycle:39
SEC21	39	1.695572	81	NIBR|UBC	ERAD & cell cycle:39
TVP18	39	1.6910845	81	NIBR|UBC	ERAD & cell cycle:39
YPT6	39	1.6522505	81	NIBR|UBC	ERAD & cell cycle:39
TVP23	41	6.775835	27	NIBR	TRAPP complex; amiodarone:41
TRS33	41	6.275307	27	NIBR	TRAPP complex; amiodarone:41
YIP4	41	5.196569	27	NIBR	TRAPP complex; amiodarone:41
TCA17	41	4.9403	27	NIBR	TRAPP complex; amiodarone:41
VPS74	41	4.471581	27	NIBR	TRAPP complex; amiodarone:41
YIP5	41	4.455587	27	NIBR	TRAPP complex; amiodarone:41
TRS65	41	3.317595	27	NIBR	TRAPP complex; amiodarone:41
CKB2	41	2.66910987398363	27	NIBR	TRAPP complex; amiodarone:41
VPS36	41	2.64612	27	NIBR	TRAPP complex; amiodarone:41
PIK1	41	2.626819	27	NIBR	TRAPP complex; amiodarone:41
RAM1	41	2.534451	27	NIBR	TRAPP complex; amiodarone:41
SNF8	41	2.422495	27	NIBR	TRAPP complex; amiodarone:41
VPS45	41	2.393361	27	NIBR	TRAPP complex; amiodarone:41
PEP8	41	2.304753	27	NIBR	TRAPP complex; amiodarone:41
CKA2	41	2.2658533841364	27	NIBR	TRAPP complex; amiodarone:41
VPS28	41	2.263203	27	NIBR	TRAPP complex; amiodarone:41
CKB1	41	2.22022680173864	27	NIBR	TRAPP complex; amiodarone:41
VPS20	41	2.102097	27	NIBR	TRAPP complex; amiodarone:41
SEC66	41	1.92166	27	NIBR	TRAPP complex; amiodarone:41
ERV14	41	1.9063	27	NIBR	TRAPP complex; amiodarone:41
YPT31	41	1.894818	27	NIBR	TRAPP complex; amiodarone:41
SAC1	41	1.801458	27	NIBR	TRAPP complex; amiodarone:41
ERG2	41	1.75769	27	NIBR	TRAPP complex; amiodarone:41
SPO7	41	1.711034	27	NIBR	TRAPP complex; amiodarone:41
STP22	41	1.69744	27	NIBR	TRAPP complex; amiodarone:41
VPS25	41	1.682162	27	NIBR	TRAPP complex; amiodarone:41
HUR1	43	6.25519	21	NIBR	copper-dependent oxidative stress:43
SOD2	43	5.404723	21	NIBR	copper-dependent oxidative stress:43
PMR1	43	5.365566	21	NIBR	copper-dependent oxidative stress:43
CBR1	43	4.87863176848748	21	NIBR	copper-dependent oxidative stress:43
MAC1	43	3.9360545	21	NIBR	copper-dependent oxidative stress:43
SOD1	43	3.572219	21	NIBR	copper-dependent oxidative stress:43
RAD27	43	3.4280665	21	NIBR	copper-dependent oxidative stress:43
CTR1	43	3.03367642479169	21	NIBR	copper-dependent oxidative stress:43
NBP2	43	2.5955425	21	NIBR	copper-dependent oxidative stress:43
PTC1	43	2.345961	21	NIBR	copper-dependent oxidative stress:43
CDC12	43	2.3328945959047	21	NIBR	copper-dependent oxidative stress:43
