GOID	term	gene	geneSetSize
GO:0070816	PHOSPHORYLATION OF RNA POLYMERASE II C-TERMINAL DOMAIN	BUR2|CCL1|CDC28|CTK1|KIN28|RAD3|SGV1|SSL1|SSL2|SSN3|TFB1|TFB2|TFB3|TFB4|TFB5	15
GO:0071051	POLYADENYLATION-DEPENDENT SNORNA 3'-END PROCESSING	CSL4|DIS3|LRP1|MTR3|MTR4|PAP2|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|RRP6|SKI6|TRF5	15
GO:0016239	POSITIVE REGULATION OF MACROAUTOPHAGY	ATG23|CLG1|EPL1|ESA1|FAR11|GCN1|GCN2|PCL1|PHO85|RPD3|SNF1|TRS33|VPS34|VPS51|VPS52	15
GO:0061408	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HEAT STRESS	BUR6|DEP1|MSN2|NCB2|PHO23|PSR1|PSR2|RIM15|SAP30|SDS3|SIN3|SWI4|SWI6|WHI2|YAK1	15
GO:0006513	PROTEIN MONOUBIQUITINATION	BSC5|BUL1|BUL2|IPA1|LGE1|PEX12|PEX4|RAD18|RAD6|RSP5|UBC11|UBC4|UBC6|UBR1|YNR068C	15
GO:0045053	PROTEIN RETENTION IN GOLGI APPARATUS	BRE5|DID4|PEP8|SVP26|UBP3|VPS1|VPS13|VPS15|VPS27|VPS35|VPS36|VPS4|VPS5|VPS74|YKR078W	15
GO:0050821	PROTEIN STABILIZATION	ARG82|CDC37|HSC82|HSP60|HSP78|HSP82|ICP55|LOC1|OCT1|PEX19|PUF6|SGT1|SOD1|TEL2|ZIM17	15
GO:0006164	PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS	ADE1|ADE12|ADE13|ADE16|ADE17|ADE2|ADE4|ADE5,7|ADE6|ADE8|PRS1|PRS2|PRS3|PRS4|PRS5	15
GO:0030174	REGULATION OF DNA-DEPENDENT DNA REPLICATION INITIATION	BRE1|CDC6|CTI6|DEP1|EAF3|IPI1|IPI3|MCM5|RCO1|RIX1|RPD3|SET2|SIN3|SLD7|TAH11	15
GO:1990414	REPLICATION-BORN DOUBLE-STRAND BREAK REPAIR VIA SISTER CHROMATID EXCHANGE	ADA2|AHC1|ECM11|HST3|HST4|IRC4|IRC9|LRS4|MCD1|PDR10|REC8|RTT109|SCC2|SMC3|WSS1	15
GO:0009408	RESPONSE TO HEAT	GAC1|GET3|GLC7|HSF1|HSP42|LCB5|LSP1|MDJ1|PIL1|SGT2|SLG1|WSC2|WSC3|WSC4|YAP1	15
GO:0061709	RETICULOPHAGY	ATG1|ATG11|ATG2|ATG39|ATG40|ATG8|ATG9|LNP1|SEC23|SNF7|SPO7|STP22|VPS21|VPS4|YPT1	15
GO:0000056	RIBOSOMAL SMALL SUBUNIT EXPORT FROM NUCLEUS	ARB1|BUD23|CRM1|LTV1|MEX67|MTR2|NOP9|NSP1|NUP159|NUP82|PNO1|RPS3|SLX9|YAR1|YRB2	15
GO:0007004	TELOMERE MAINTENANCE VIA TELOMERASE	CDC13|EST1|EST2|EST3|HEK2|LCD1|OGG1|RAD50|RFA1|RFA2|RFA3|RIF2|TEL2|TEN1|TOP3	15
GO:0006383	TRANSCRIPTION BY RNA POLYMERASE III	BRF1|DST1|GTR1|PAF1|RPB10|RPB5|RPB8|RPC10|RPO26|TFC1|TFC3|TFC4|TFC6|TFC7|TFC8	15
GO:0061587	TRANSFER RNA GENE-MEDIATED SILENCING	DOT6|GLC7|HHF1|HHF2|HOS1|HTA1|MAF1|MOD5|RCO1|REG1|RPD3|RSC9|RXT2|SIN3|STH1	15
GO:0034475	U4 SNRNA 3'-END PROCESSING	LRP1|MTR3|MTR4|PAP2|REX2|RNT1|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|RRP6|SKI6|TRF5	15
GO:0043162	UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY	DID4|DOA4|RSP5|SNF7|SNF8|SRN2|STP22|TUL1|UBC4|UBP2|VPS20|VPS24|VPS25|VPS28|VPS36	15
GO:0007033	VACUOLE ORGANIZATION	CLN3|ENV11|ENV9|GVP36|NEO1|PEP3|PEP5|SFK1|VAM6|VMA3|VPS16|VPS33|VPS4|VPS41|VPS45	15
GO:0034087	ESTABLISHMENT OF MITOTIC SISTER CHROMATID COHESION	AFT1|CHL4|CSM3|CTF19|CTF3|ECO1|GPN2|IML3|MCD1|MCM16|MCM21|MCM22|MPS3|POL30|SCC2|SRC1	16
GO:0008645	HEXOSE TRANSMEMBRANE TRANSPORT	HXT10|HXT11|HXT12|HXT13|HXT14|HXT15|HXT16|HXT17|HXT3|HXT4|HXT5|HXT6|HXT7|HXT8|HXT9|YIL171W	16
GO:0043486	HISTONE EXCHANGE	ARP10|ARP6|ASF1|DOT1|INO80|RVB1|RVB2|SAS2|SWC3|SWC4|SWC5|SWR1|TUP1|VPS71|VPS72|YAF9	16
GO:0055088	LIPID HOMEOSTASIS	APQ12|BRL1|BRR6|CLD1|CRG1|EAT1|ECM18|ICT1|LDH1|LPL1|MCP1|MCP2|PHO85|POX1|TDA4|YPR114W	16
GO:0000466	MATURATION OF 5.8S RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	CIC1|DBP10|DBP6|MAK11|MAK16|MAK5|NSA2|PRP43|RAI1|RMP1|RPF1|RPF2|RRP15|SPB1|TIF6|URB1	16
GO:0007052	MITOTIC SPINDLE ORGANIZATION	ASE1|CLB1|CNM67|FIN1|IPL1|JNM1|KIP3|MIF2|NUF2|RRD1|RRD2|SLK19|SPC98|STU2|TUB4|YBP2	16
GO:0071028	NUCLEAR MRNA SURVEILLANCE	DIS3|GBP2|HRB1|LRP1|MRD1|MTR3|NAB3|NRD1|PIN4|RAT1|RRP42|RRP43|RRP45|RRP46|RRP6|SKI6	16
GO:0071038	NUCLEAR POLYADENYLATION-DEPENDENT TRNA CATABOLIC PROCESS	AIR1|AIR2|CSL4|DIS3|MTR3|MTR4|PAP2|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|RRP6|SKI6|TRF5	16
GO:0018107	PEPTIDYL-THREONINE PHOSPHORYLATION	AKL1|ARK1|CDC15|CDC28|CDC7|CKA1|CKA2|CKB1|CKB2|DUN1|HOG1|ISR1|PKH1|PRK1|SAK1|YAK1	16
GO:0008654	PHOSPHOLIPID BIOSYNTHETIC PROCESS	GPT2|INO2|INO4|MUM3|OPI1|PAH1|PDR16|PDR17|SCS2|SCS22|SCS3|SCT1|TAZ1|URA7|YDR018C|YFT2	16
GO:0045943	POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I	CTK1|CTK2|CTK3|DHR2|HPR1|NAN1|SCH9|SNF6|TAP42|THO2|UTP10|UTP15|UTP4|UTP5|UTP8|UTP9	16
GO:0045893	POSITIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED	CDC28|CHA4|CTI6|NUP100|NUP120|NUP133|NUP145|NUP53|NUP84|NUP85|RQT4|RSC8|SEC13|SPP1|STP1|SWI3	16
GO:0098789	PRE-MRNA CLEAVAGE REQUIRED FOR POLYADENYLATION	CFT1|CFT2|CLP1|FIP1|HRP1|IPA1|MPE1|PCF11|PFS2|PTA1|PTI1|RNA14|RNA15|SSU72|YSH1|YTH1	16
GO:0016558	PROTEIN IMPORT INTO PEROXISOME MATRIX	CAJ1|DJP1|GPD1|MDH2|PEX1|PEX10|PEX12|PEX18|PEX2|PEX21|PEX25|PEX5|PEX6|PEX7|PEX8|PEX9	16
GO:0006493	PROTEIN O-LINKED GLYCOSYLATION	KRE2|KTR1|KTR2|KTR3|KTR4|KTR6|MNN1|MNN4|MNT2|MNT3|MNT4|PMT2|PMT3|PMT4|PMT6|YUR1	16
GO:0015031	PROTEIN TRANSPORT	ALY1|ALY2|ART10|ART5|CSR2|DID2|DID4|ECM21|LDB19|PGA2|PGA3|RIM8|ROD1|ROG3|VPS24|VPS41	16
GO:0000725	RECOMBINATIONAL REPAIR	CSM2|DDC1|DOT1|DPB11|HMI1|MGM101|MMS1|MMS22|MPH1|PDS1|PSY3|SHU1|SHU2|SMC5|SRS2|SWR1	16
GO:0051726	REGULATION OF CELL CYCLE	BCK2|CDC14|CDC25|CDC33|CDC36|CDC37|CDC39|CKA1|CKA2|ESA1|GLC7|HSL1|HSL7|RAD9|SEM1|TOR1	16
GO:0034976	RESPONSE TO ENDOPLASMIC RETICULUM STRESS	ARL1|ARL3|EUG1|HAC1|IMH1|IRE1|LNP1|MED2|PDI1|RTN1|RTN2|SLT2|SNF1|SYT1|TOR1|YOP1	16
GO:0000921	SEPTIN RING ASSEMBLY	ASR1|BNI5|CBF2|CDC10|CDC12|CDC3|CEP3|CTF13|DMA1|DMA2|ELM1|GIN4|ICE2|KCC4|SHS1|SKP1	16
GO:0030474	SPINDLE POLE BODY DUPLICATION	BBP1|CDC31|CDC37|DSK2|KAR1|MPS1|MPS2|MPS3|NBP1|NDC1|POM152|POM34|SFI1|SPC29|SPC42|SPO1	16
GO:0034398	TELOMERE TETHERING AT NUCLEAR PERIPHERY	CTF18|CTF8|DCC1|ESC1|MLP1|MLP2|MPS3|NUP120|NUP133|NUP145|NUP170|NUP60|NUP84|SIR2|SIR3|SIR4	16
GO:0006369	TERMINATION OF RNA POLYMERASE II TRANSCRIPTION	CFT1|CHD1|DBP2|ESS1|FKH1|ISW1|ISW2|PCF11|REB1|RPB11|RPB3|SEN1|SRB5|SSU72|SUB1|YSH1	16
GO:0006409	TRNA EXPORT FROM NUCLEUS	CEX1|DBP5|GLE1|LOS1|NSP1|NUP116|NUP133|NUP145|NUP49|RNA1|SOL1|SOL2|TEF1|TEF2|UTP22|UTP8	16
GO:1990961	XENOBIOTIC DETOXIFICATION BY TRANSMEMBRANE EXPORT ACROSS THE PLASMA MEMBRANE	AQR1|DTR1|FLR1|HOL1|PDR10|PDR5|QDR1|QDR2|QDR3|TPO1|TPO2|TPO3|TPO4|VMR1|YDR338C|YHK8	16
GO:0051666	ACTIN CORTICAL PATCH LOCALIZATION	AFI1|ARF3|BBC1|BSP1|CDC50|CRN1|LAS17|LDB17|LSB3|LSB5|MYO3|MYO5|RVS161|RVS167|VRP1|YEL1|YSC84	17
GO:0051017	ACTIN FILAMENT BUNDLE ASSEMBLY	ARF3|BBC1|BIL1|BNI1|BNR1|BUD6|HOF1|LSB3|SAC6|SLM1|SLM2|TEF1|TEF2|TPM1|TPM2|VPS1|YSC84	17
GO:1904669	ATP EXPORT	BRO1|BUL1|DID4|DOA4|HSE1|LTV1|MVB12|SNF7|SNF8|SRN2|STP22|VPS20|VPS24|VPS25|VPS27|VPS28|VPS36	17
GO:0009267	CELLULAR RESPONSE TO STARVATION	DCS1|DCS2|DDR2|DPL1|ERT1|GSM1|GTR1|GTR2|IRS4|KOG1|PEP4|PRB1|RIM15|TAX4|VPS41|YPF1|ZPR1	17
GO:0006333	CHROMATIN ASSEMBLY OR DISASSEMBLY	HAT2|HHF1|HHF2|HHT1|HHT2|HTA1|HTA2|HTB1|HTB2|RSP5|SIR2|TOP1|TOP2|UBC7|ULS1|YKU70|YKU80	17
GO:0006260	DNA REPLICATION	CCR4|ECO1|HUR1|MEC1|MRC1|PIF1|POL1|POL3|PRI1|PRI2|RFA1|RFA2|RFA3|RRM3|SLX4|TOF1|TOP1	17
GO:0044805	LATE NUCLEOPHAGY	ATG1|ATG10|ATG12|ATG13|ATG16|ATG17|ATG18|ATG2|ATG23|ATG29|ATG3|ATG31|ATG4|ATG5|ATG7|ATG8|ATG9	17
GO:0042138	MEIOTIC DNA DOUBLE-STRAND BREAK FORMATION	BRE1|MEI4|MRE11|PAP2|PCH2|PDS5|RAD6|RAD61|REC102|REC104|REC114|REC8|RTF1|SAE2|SET1|SPO11|XRS2	17
GO:0006607	NLS-BEARING PROTEIN IMPORT INTO NUCLEUS	ASM4|KAP114|KAP123|KAP95|NAP1|NSP1|NUP1|NUP100|NUP145|NUP159|NUP2|NUP42|NUP49|NUP53|NUP57|NUP60|SRP1	17
GO:0070478	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, 3'-5' EXONUCLEOLYTIC NONSENSE-MEDIATED DECAY	CSL4|DIS3|MTR3|NAM7|NMD2|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|SKI2|SKI3|SKI6|SKI7|SKI8|UPF3	17
GO:0042790	NUCLEOLAR LARGE RRNA TRANSCRIPTION BY RNA POLYMERASE I	MOT1|RPA12|RPA135|RPA14|RPA190|RPA34|RPA43|RPA49|RRN10|RRN11|RRN5|RRN6|RRN7|RRN9|SPT15|TOR1|UAF30	17
GO:0010499	PROTEASOMAL UBIQUITIN-INDEPENDENT PROTEIN CATABOLIC PROCESS	BLM10|PRE1|PRE10|PRE2|PRE3|PRE4|PRE5|PRE6|PRE7|PRE8|PRE9|PUP1|PUP2|PUP3|SCL1|SSE1|SSE2	17
GO:0009306	PROTEIN SECRETION	ACT1|BUG1|DDI1|GRH1|KSH1|NCE101|NCE102|RTP1|SCD5|SEC12|SEC21|SEC4|SED4|TLG2|TVP23|YGR127W|YSY6	17
GO:0042493	RESPONSE TO DRUG	AFG2|CIN5|ELM1|IRC21|NPR2|PDR15|PDR16|PDR17|PDR18|PDR5|ROD1|RSP5|SKY1|SLI1|TDA5|YAP1|YKL075C	17
GO:0007130	SYNAPTONEMAL COMPLEX ASSEMBLY	AMA1|CDC28|CST9|DMC1|HED1|HOP1|MCD1|REC8|RED1|SMC2|SMC3|SMC4|SPO11|SPO16|YCG1|YCS4|ZIP2	17
GO:0006400	TRNA MODIFICATION	AIR2|ALA1|DUS1|DUS3|DUS4|IKI1|KAE1|MOD5|PAP2|PUS4|SMM1|TAD1|TAD2|TAD3|TAN1|THG1|TRM2	17
GO:0007121	BIPOLAR CELLULAR BUD SITE SELECTION	ATC1|BUD2|BUD5|BUD6|END3|MYO3|MYO5|PAN1|PEA2|PEF1|RAX1|RAX2|RSR1|SLA2|SPA2|SPH1|STE20|VRP1	18
GO:0000077	DNA DAMAGE CHECKPOINT	BMH1|BMH2|CHK1|DOT1|DUN1|GCN2|GLC7|HUG1|LCD1|MEC1|MEC3|PIN4|RAD17|RAD24|RAD53|RAD9|TEL1|TSA1	18
GO:0000467	EXONUCLEOLYTIC TRIMMING TO GENERATE MATURE 3'-END OF 5.8S RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	CSL4|DIS3|GSP1|LRP1|MPP6|MTR3|MTR4|REX2|REX3|RNH70|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|RRP6|SKI6	18
GO:0007031	PEROXISOME ORGANIZATION	ADR1|ANT1|DNM1|FIS1|GPX1|PEX25|PEX27|PEX28|PEX29|PEX30|PEX31|PEX32|PEX34|PEX4|PXA1|PXA2|SNF4|VPS1	18
GO:0000973	POSTTRANSCRIPTIONAL TETHERING OF RNA POLYMERASE II GENE DNA AT NUCLEAR PERIPHERY	GLE2|LRP1|MLP2|NUP100|NUP116|NUP120|NUP133|NUP145|NUP157|NUP2|NUP42|NUP60|NUP84|RRP6|SAC3|SUS1|THP1|YJR084W	18
GO:0006407	RRNA EXPORT FROM NUCLEUS	RNA1|RPS0A|RPS0B|RPS10A|RPS10B|RPS15|RPS18A|RPS18B|RPS19A|RPS19B|RPS2|RPS26A|RPS26B|RPS28A|RPS28B|RPS3|RPS5|SRM1	18
GO:0000920	SEPTUM DIGESTION AFTER CYTOKINESIS	ASE1|BOI1|BOI2|CBK1|CHS1|CTS1|DSE1|DSE2|DSE4|EGT2|HYM1|MOB2|MYO1|PWP2|SDS23|SDS24|SKM1|SOG2	18
GO:0006360	TRANSCRIPTION BY RNA POLYMERASE I	CTR9|GTR1|KIN28|PAF1|RPA12|RPA135|RPA14|RPA190|RPA43|RPA49|RPB10|RPB5|RPB8|RPC10|RPC19|RPC40|RPO26|TFB1	18
GO:0007034	VACUOLAR TRANSPORT	ATG27|AVT1|BRO1|CCZ1|EMP70|MRL1|PEP1|PHS1|TMN2|TMN3|VFA1|VMA6|VPS1|VTC1|VTC2|VTC3|VTC4|VTC5	18
GO:0000032	CELL WALL MANNOPROTEIN BIOSYNTHETIC PROCESS	ANP1|GON7|HOC1|KRE2|KTR1|KTR2|KTR3|KTR4|KTR5|KTR6|KTR7|MNN10|MNN9|PMI40|PSA1|VAN1|VMA9|YEH2|YUR1	19
GO:0006878	CELLULAR COPPER ION HOMEOSTASIS	ATX1|COA6|CTR1|CTR2|CTR3|CUP2|EMP70|GEF1|HAA1|HHT1|HHT2|MAC1|PIC2|SLF1|SMF1|SOD1|TMN2|TMN3|VMA3	19
GO:0051085	CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING	ECM10|HLJ1|HSP10|HSP104|HSP78|JJJ2|KAR2|LHS1|MDJ1|SIS1|SSA1|SSA2|SSA3|SSA4|SSB1|SSB2|SSC1|SSQ1|SSZ1	19
GO:0030968	ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	BCK1|BXI1|CNE1|DER1|DFM1|EDE1|HAC1|HRD1|IRE1|KAR2|OPI1|OTU1|SLT2|SSZ1|ULI1|VPS74|YHI9|YOS9|YSY6	19
GO:0016575	HISTONE DEACETYLATION	CPR1|DEP1|EAF3|HDA1|HDA2|HDA3|HOS2|HOS3|HOS4|HST1|HST3|HST4|RCO1|SDS3|SET2|SET3|SIF2|SIN3|SNT1	19
GO:0008298	INTRACELLULAR MRNA LOCALIZATION	BFR1|COP1|HEK2|LOC1|MPT5|MYO4|NAM7|NUP60|PUF3|SEC26|SEC27|SHE2|SHE3|SHE4|SPT4|SPT5|SSD1|TPM1|TPM2	19
GO:0045324	LATE ENDOSOME TO VACUOLE TRANSPORT	ATG18|DID2|DID4|HSE1|OSH7|PEP3|PEP5|SNF7|STP22|VPS13|VPS15|VPS16|VPS20|VPS24|VPS27|VPS30|VPS38|VPS4|VTA1	19
GO:0071035	NUCLEAR POLYADENYLATION-DEPENDENT RRNA CATABOLIC PROCESS	AIR1|AIR2|CSL4|DIS3|LRP1|MPP6|MTR3|MTR4|PAP2|RAI1|RAT1|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|RRP6|TRF5	19
GO:0043547	POSITIVE REGULATION OF GTPASE ACTIVITY	BAG7|BEM3|BEM4|BUD3|CCZ1|GTR2|IML1|IRA1|IRA2|LRG1|LST4|LST7|MON1|RGA1|RGA2|RGD3|SAC7|SEC13|SED4	19
GO:0006267	PRE-REPLICATIVE COMPLEX ASSEMBLY INVOLVED IN NUCLEAR CELL CYCLE DNA REPLICATION	BMH2|CDC6|IPI1|IPI3|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|NOC3|ORC1|ORC2|ORC3|ORC4|ORC5|ORC6|RIX1|TAH11	19
GO:0043248	PROTEASOME ASSEMBLY	ADD66|BLM10|ECM29|HSC82|HSP82|IRC25|NOB1|PBA1|PNO1|POC4|PRE4|RPN10|RPN11|RPN2|RPN6|RPN9|SEM1|SPG5|UMP1	19
GO:0006486	PROTEIN GLYCOSYLATION	ALG1|ALG11|ALG12|ALG3|ALG6|ALG9|ERD1|GDA1|MNN11|MNN2|MNN5|NUS1|OST3|PMI40|PSA1|RER2|SRT1|YND1|YSY6	19
GO:0034497	PROTEIN LOCALIZATION TO PHAGOPHORE ASSEMBLY SITE	ARL1|ATG1|ATG11|ATG13|ATG17|ATG18|ATG21|ATG23|ATG27|ATG29|ATG8|ATG9|HSV2|TAG1|TRS33|TRS85|VAC8|YPT1|YPT6	19
GO:0006970	RESPONSE TO OSMOTIC STRESS	GID10|GPP1|GPP2|GRX5|HSP82|LTV1|MID2|MSB2|MYO3|MYO5|NHA1|RGD1|RRD1|RRD2|RVS161|SLG1|STO1|TIM18|YAR1	19
GO:0006367	TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER	DST1|RPB4|RPB7|RPB9|SRB4|SSL2|SSU72|SUA7|TAF14|TAF2|TAF4|TAF5|TAF6|TFA2|TFB5|TFG1|TFG2|TOA1|TOA2	19
GO:0042797	TRNA TRANSCRIPTION BY RNA POLYMERASE III	BUD27|DST1|RET1|RPB10|RPB5|RPB8|RPC10|RPC11|RPC17|RPC19|RPC25|RPC31|RPC34|RPC37|RPC40|RPC53|RPC82|RPO26|RPO31	19
GO:0000011	VACUOLE INHERITANCE	ACT1|CLA4|MYO2|PEP12|PEP7|STE20|TPM1|TPM2|TRX1|TRX2|VAC17|VAC7|VAC8|VPS15|VPS21|VPS3|VPS45|VPS9|YPT7	19
GO:0007118	BUDDING CELL APICAL BUD GROWTH	BNI1|BOI1|BOI2|BUD6|CBK1|CDC42|HYM1|KIC1|MOB2|MYO2|PEA2|RGA1|ROT1|SOG2|SPA2|STE20|TAO3|TPM1|TPM2|VPS51	20
GO:0045454	CELL REDOX HOMEOSTASIS	AHP1|DOT5|GLR1|MDS3|MRPL51|OPT2|PMD1|POR1|POR2|PRX1|SCO1|SCO2|SEN1|TRR1|TRR2|TRX1|TRX2|TSA1|TSA2|YCF1	20
GO:0000086	G2/M TRANSITION OF MITOTIC CELL CYCLE	CAK1|CDC34|CDC4|CDC53|CLB1|CLB2|CLB3|CLB4|CLB5|CLB6|HSL1|HSL7|MIH1|PIN4|SCM3|SFI1|SKP1|SWE1|ULP1|ZPR1	20
GO:0030490	MATURATION OF SSU-RRNA	BUD22|DIP2|GEP3|LSM6|LSM7|NOB1|NOP14|PRP43|RIO1|RIO2|ROK1|RPS28A|RPS28B|RPS5|RRP5|SNU13|SQS1|TRM112|TSR3|TSR4	20
GO:0006298	MISMATCH REPAIR	DIN7|EXO1|HSM3|MLH1|MLH2|MLH3|MSH1|MSH2|MSH3|MSH6|NHP6A|PMS1|POL30|POL31|RAD34|RAD4|RFC1|RFC2|RFC3|RNH201	20
GO:0006312	MITOTIC RECOMBINATION	ARP8|DMC1|IRC15|IRC16|IRC19|IRC4|IRC5|IRC8|IRC9|MSH2|MSH3|RAD1|RAD10|RAD51|RAD52|RAD57|RAD59|RFA1|RFA2|RFA3	20
GO:0031124	MRNA 3'-END PROCESSING	CDC73|CLP1|CTK1|CTR9|FKH1|HPR1|NAB3|NRD1|PAB1|PAF1|REF2|RTF1|RTT103|SAC3|SEN1|SSU72|SUB2|SWD2|THO2|THP1	20
GO:0006378	MRNA POLYADENYLATION	CFT1|CFT2|CLP1|FIP1|FIR1|HRP1|IPA1|MPE1|NAB2|PAP1|PCF11|PFS2|PTA1|PTI1|RNA14|RNA15|SEN1|SSU72|YSH1|YTH1	20
GO:0017148	NEGATIVE REGULATION OF TRANSLATION	ASC1|CAF20|CAF40|CDC39|DHH1|EAP1|EBS1|LOC1|MPT5|MRPL23|NPL3|POP2|PUF4|PUF6|RPL16A|RPL16B|SBP1|SNF1|SSD1|VTS1	20
GO:0006337	NUCLEOSOME DISASSEMBLY	ARP7|ARP9|ASF1|HTL1|LDB7|NAP1|NPL6|RSC1|RSC2|RSC3|RSC30|RSC4|RSC58|RSC6|RSC8|RSC9|RTT102|SFH1|SNF12|STH1	20
GO:0060237	REGULATION OF FUNGAL-TYPE CELL WALL ORGANIZATION	AZF1|BAG7|BCK1|CBK1|LRG1|MKK1|MKK2|MSG5|NCE102|PKC1|RHO1|RNT1|ROM2|SAC7|SIT4|SLT2|SNG1|SSD1|YPK1|YPK2	20
GO:0031146	SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	AMN1|CDC34|CDC4|CDC53|DAS1|DIA2|GRR1|HRT1|HRT3|LUG1|MDM30|MET30|MFB1|PFU1|RAD7|SAF1|SKP1|UCC1|UFO1|YDR131C	20
GO:0031929	TOR SIGNALING	AVO1|AVO2|KOG1|KSP1|LST8|MDS3|OMA1|SAP190|SIT4|SLM1|SLM2|STM1|TAP42|TCO89|TIP41|TOR1|TOR2|TSC11|VPS64|YPK3	20
GO:0008033	TRNA PROCESSING	CEG1|LHP1|MSK1|POP1|POP3|POP4|POP5|POP6|POP7|POP8|PTA1|RPP1|RPR2|SEN1|SMM1|SNM1|SWM2|TGS1|THG1|TPT1	20
GO:0007030	GOLGI ORGANIZATION	COG1|COG3|EMP24|EMP46|EMP47|ERP1|ERP2|ERP3|ERP4|ERP5|ERP6|ERV25|GRH1|LSB6|RUD3|SEC16|SHP1|UIP5|VPS74|YGR127W|YPT10	21
GO:0070481	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NON-STOP DECAY	CSL4|DIS3|HTZ1|IPK1|IRC25|MTR3|RRP4|RRP40|RRP42|RRP43|RRP45|RRP46|SIR3|SKI2|SKI3|SKI6|SKI7|SKI8|SSN3|YGR122W|YPL199C	21
GO:0016579	PROTEIN DEUBIQUITINATION	BRE5|BRO1|OTU1|OTU2|RPN11|RUP1|UBP1|UBP10|UBP11|UBP12|UBP13|UBP14|UBP15|UBP16|UBP2|UBP3|UBP5|UBP6|UBP7|UBP9|YUH1	21
GO:0006612	PROTEIN TARGETING TO MEMBRANE	AKR1|AST1|AST2|BET2|BET4|CRD1|EGD2|ERF2|HRI1|KAP95|MRS6|PFA3|PFA4|PFA5|SHR5|SRN2|SRP1|STP22|SWF1|VPS28|WSC4	21
GO:0030148	SPHINGOLIPID BIOSYNTHETIC PROCESS	ARV1|AUR1|CSH1|ELO1|ELO2|ELO3|FLC1|FLC2|FLC3|IFA38|IPT1|LCB2|LCB3|PHS1|SKN1|SUR1|SUR2|TSC10|TSC11|YOR365C|YSR3	21
GO:0006099	TRICARBOXYLIC ACID CYCLE	ACO1|ACO2|CIT1|CIT2|CIT3|FUM1|IDH1|IDH2|KGD1|KGD2|LSC1|LSC2|MDH1|MDH2|MDH3|SDH1|SDH2|SDH4|SDH5|SHH4|YMR31	21
GO:0006096	GLYCOLYTIC PROCESS	CDC19|EMI2|ENO1|ENO2|ERR1|ERR2|ERR3|FBA1|GLK1|GPM1|HXK1|HXK2|PFK1|PFK2|PGI1|PGK1|PYK2|TDH1|TDH2|TDH3|TPI1|YLR446W	22
GO:0006893	GOLGI TO PLASMA MEMBRANE TRANSPORT	ARF1|BCH1|BCH2|BUD7|CHS5|CHS6|CSR1|EXO70|EXO84|RCY1|SEC10|SEC15|SEC3|SEC4|SEC5|SEC6|SEC8|SNC1|SNC2|SRO7|SRO77|SSO2	22
GO:0016226	IRON-SULFUR CLUSTER ASSEMBLY	ACP1|ATM1|CFD1|CIA1|CIA2|DRE2|IBA57|ISA1|ISA2|ISD11|ISU1|ISU2|MET18|NAR1|NBP35|NFS1|NFU1|POS5|SSQ1|TAH18|YAH1|YFH1	22
GO:0000470	MATURATION OF LSU-RRNA	CIC1|LAS1|MAK16|NHP2|NOP2|NSA2|RPF1|RPL16A|RPL16B|RPL1A|RPL1B|RPL7A|RPL7B|RPL8A|RPL8B|RRP15|SNF6|SNU13|SPB4|TIF6|TRM112|UTP30	22
GO:0000183	RDNA HETEROCHROMATIN ASSEMBLY	ADA2|DOT6|ESA1|FOB1|FUN30|HST2|IRS4|ISW2|JHD2|LRS4|NET1|NNT1|NPT1|NSI1|PAF1|PNC1|SIR2|SPT10|SPT21|TOF2|TOP1|ZDS2	22
GO:0030488	TRNA METHYLATION	ABP140|GCD10|GCD14|MSS1|MTO1|NCL1|PPM2|RTT10|TRM1|TRM10|TRM11|TRM112|TRM12|TRM13|TRM3|TRM44|TRM5|TRM7|TRM732|TRM8|TRM9|TYW3	22
